"Crowdsourced data on dried cannabis prices, use, and consumption",,,,,,,,
"The application was launched January 25, 2018. Data are being collected continuously and will be made available as new information comes in.",,,,,,,,
Submission Date,Price,Quantity (grams),Quality,City (Census subdivision),Province,Primary Reason,Usage,Average Monthly Consumption (grams)
30/01/2018,10,2,High,Halifax,NS,Medicate without a medical document,A few times per week,2
30/01/2018,10,1,High,Halifax,NS,Medicate without a medical document,A few times per week,2
30/01/2018,7,1,High,Halifax,NS,Medicate without a medical document,A few times per week,2
30/01/2018,10,1,High,Halifax,NS,Medicate without a medical document,A few times per week,2
30/01/2018,10,1,High,Halifax,NS,Medicate without a medical document,A few times per week,2
30/01/2018,7.857142857,7,High,Halifax,NS,Medicate without a medical document,A few times per week,2
30/01/2018,8,1,High,Halifax,NS,Medicate without a medical document,A few times per week,2
30/01/2018,8,10,Medium,Halifax,NS,Use recreationally,A few times per week,2
30/01/2018,10,4,Medium,Halifax,NS,Use recreationally,A few times per week,2
30/01/2018,8.571428571,7,Medium,Halifax,NS,Use recreationally,A few times per week,2
30/01/2018,7.714285714,3.5,Medium,Halifax,NS,Use recreationally,A few times per week,2
30/01/2018,5.714285714,7,Medium,Halifax,NS,Use recreationally,A few times per week,2
30/01/2018,7.142857143,3.5,Medium,Halifax,NS,Use recreationally,A few times per week,2
30/01/2018,10,1,Medium,Halifax,NS,Use recreationally,A few times per week,2
30/01/2018,6.428571429,28,Medium,Halifax,NS,Use recreationally,A few times per week,2
30/01/2018,7.5,1,Medium,Halifax,NS,Use recreationally,A few times per week,30
30/01/2018,7.142857143,7,High,Halifax,NS,Use recreationally,A few times per week,2
30/01/2018,9.821428571,28,High,Halifax,NS,Use recreationally,A few times per week,2
30/01/2018,7.142857143,14,High,Halifax,NS,Use recreationally,A few times per week,2
30/01/2018,4.642857143,28,High,Halifax,NS,Use recreationally,A few times per week,2
30/01/2018,8,10,High,Halifax,NS,Use recreationally,A few times per week,2
30/01/2018,6,1,High,Halifax,NS,Use recreationally,A few times per week,2
30/01/2018,8.571428571,14,High,Halifax,NS,Use recreationally,A few times per week,2
30/01/2018,10,7,High,Halifax,NS,Use recreationally,A few times per week,2
30/01/2018,11,1,High,Halifax,NS,Use recreationally,A few times per week,2
30/01/2018,10,1,High,Halifax,NS,Use recreationally,A few times per week,2
30/01/2018,8,5,High,Halifax,NS,Use recreationally,A few times per week,2
30/01/2018,8,1,High,Halifax,NS,Use recreationally,A few times per week,2
30/01/2018,10,1,High,Halifax,NS,Use recreationally,A few times per week,2
30/01/2018,8.3,1,High,Halifax,NS,Use recreationally,A few times per week,2
30/01/2018,13.33333333,1.5,Medium,Halifax,NS,Medicate without a medical document,A few times per month,0.25
30/01/2018,10,1,Medium,Halifax,NS,Medicate without a medical document,A few times per month,3
30/01/2018,6.571428571,3.5,Medium,Halifax,NS,Medicate without a medical document,A few times per month,3
30/01/2018,4.285714286,3.5,High,Halifax,NS,Medicate without a medical document,A few times per month,3
30/01/2018,10,3.5,High,Halifax,NS,Medicate without a medical document,A few times per month,3
30/01/2018,10,1,Medium,Halifax,NS,Use recreationally,A few times per month,0.25
30/01/2018,4.285714286,7,Medium,Halifax,NS,Use recreationally,A few times per month,3
30/01/2018,7.142857143,28,Medium,Halifax,NS,Use recreationally,A few times per month,3
30/01/2018,7.142857143,7,Medium,Halifax,NS,Use recreationally,A few times per month,3
30/01/2018,7.142857143,3.5,Medium,Halifax,NS,Use recreationally,A few times per month,3
30/01/2018,7,1,High,Halifax,NS,Use recreationally,A few times per month,3
30/01/2018,8.571428571,3.5,High,Halifax,NS,Use recreationally,A few times per month,3
30/01/2018,6,1,High,Halifax,NS,Use recreationally,A few times per month,3
30/01/2018,10,1,High,Halifax,NS,Use recreationally,A few times per month,3
30/01/2018,10,3.5,High,Halifax,NS,Use recreationally,A few times per month,3
30/01/2018,8,1,High,Halifax,NS,Use recreationally,A few times per month,3
30/01/2018,6,1,High,Halifax,NS,Use recreationally,A few times per month,3
30/01/2018,3.928571429,28,High,Halifax,NS,Use recreationally,A few times per month,3
30/01/2018,10,1,High,Halifax,NS,Use recreationally,A few times per month,3
30/01/2018,7.142857143,28,High,Halifax,NS,Use recreationally,A few times per month,3
30/01/2018,5.357142857,28,High,Halifax,NS,Use recreationally,A few times per month,3
30/01/2018,9.5,1,Medium,Halifax,NS,Medicate without a medical document,A few times a year,5
30/01/2018,5.714285714,3.5,Medium,Halifax,NS,Medicate without a medical document,A few times a year,5
30/01/2018,6,1,Low,Halifax,NS,Use recreationally,A few times a year,5
30/01/2018,8,1,Medium,Halifax,NS,Use recreationally,A few times a year,5
30/01/2018,10,1,Medium,Halifax,NS,Use recreationally,A few times a year,5
30/01/2018,8,1,Medium,Halifax,NS,Use recreationally,A few times a year,0
30/01/2018,10,1,Medium,Halifax,NS,Use recreationally,A few times a year,5
30/01/2018,10,1,Medium,Halifax,NS,Use recreationally,A few times a year,5
30/01/2018,10,1,Medium,Halifax,NS,Use recreationally,A few times a year,5
30/01/2018,10,1,Medium,Halifax,NS,Use recreationally,A few times a year,5
30/01/2018,7.142857143,3.5,Medium,Halifax,NS,Use recreationally,A few times a year,5
30/01/2018,8,1,Medium,Halifax,NS,Use recreationally,A few times a year,5
30/01/2018,6.5,1,Medium,Halifax,NS,Use recreationally,A few times a year,5
30/01/2018,5.714285714,7,High,Halifax,NS,Use recreationally,A few times a year,5
30/01/2018,10,2,High,Halifax,NS,Use recreationally,A few times a year,5
30/01/2018,8,5,High,Halifax,NS,Use recreationally,A few times a year,0
30/01/2018,5.357142857,56,High,Truro,NS,Use recreationally,,0
30/01/2018,6,1,High,Truro,NS,Medicate with a medical document,Daily,150
30/01/2018,7.857142857,28,High,Truro,NS,Medicate without a medical document,Daily,1
30/01/2018,7.142857143,28,High,Truro,NS,Medicate without a medical document,Daily,75
30/01/2018,5,1,Medium,Truro,NS,Use recreationally,Daily,1
30/01/2018,7.5,1,High,Truro,NS,Medicate with a medical document,A few times per week,2
30/01/2018,5,1,High,Truro,NS,Medicate without a medical document,A few times per week,2
30/01/2018,6.666666667,6,Medium,Truro,NS,Use recreationally,A few times a year,0.25
30/01/2018,7.142857143,28,Medium,Amherst,NS,Use recreationally,Daily,1
30/01/2018,4.285714286,28,Medium,Amherst,NS,Use recreationally,Daily,84
30/01/2018,4.285714286,14,Medium,Amherst,NS,Use recreationally,A few times per week,2
30/01/2018,7.142857143,28,High,Stellarton,NS,Use recreationally,Daily,1
30/01/2018,5.35,1,High,New Glasgow,NS,Medicate with a medical document,Daily,50
30/01/2018,5.357142857,28,High,New Glasgow,NS,Use recreationally,Daily,1
30/01/2018,8.571428571,14,High,Antigonish,NS,Use recreationally,,0
30/01/2018,7.142857143,7,Medium,Antigonish,NS,Use recreationally,Daily,20
30/01/2018,4.285714286,28,Medium,Antigonish,NS,Use recreationally,Daily,1
30/01/2018,8,1,High,Port Hawkesbury,NS,Medicate without a medical document,A few times a year,5
30/01/2018,2,300,High,Cape Breton,NS,Medicate with a medical document,Daily,60
30/01/2018,6.666666667,45,Medium,Cape Breton,NS,Medicate without a medical document,Daily,1
30/01/2018,10,1,High,Cape Breton,NS,Use recreationally,Daily,1
30/01/2018,8.571428571,7,,Cape Breton,NS,Medicate without a medical document,A few times per week,2
30/01/2018,8.571428571,14,Low,Cape Breton,NS,Use recreationally,A few times per week,2
30/01/2018,5.714285714,7,Medium,Cape Breton,NS,Use recreationally,A few times per month,3
30/01/2018,10,1,Medium,Cape Breton,NS,Use recreationally,A few times a year,0
30/01/2018,8,1,High,Cape Breton,NS,Use recreationally,A few times a year,5
30/01/2018,9,1,High,Saint John,NB,Medicate with a medical document,Daily,1
30/01/2018,8,300,High,Saint John,NB,Medicate with a medical document,Daily,300
30/01/2018,10,1,High,Saint John,NB,Medicate with a medical document,Daily,1
30/01/2018,4.107142857,28,High,Saint John,NB,Medicate without a medical document,Daily,1
30/01/2018,4.642857143,28,Medium,Saint John,NB,Use recreationally,Daily,1
30/01/2018,7.142857143,3.5,Medium,Saint John,NB,Use recreationally,Daily,1
30/01/2018,3.571428571,28,Medium,Saint John,NB,Use recreationally,Daily,56
30/01/2018,5.357142857,28,High,Saint John,NB,Use recreationally,A few times per week,2
30/01/2018,13.33333333,1.5,High,Saint John,NB,Use recreationally,A few times per month,2.5
30/01/2018,10,1,Medium,Saint John,NB,Use recreationally,A few times a year,0
30/01/2018,4.464285714,28,Medium,Sussex,NB,Use recreationally,Daily,1
30/01/2018,2.966666667,60,Low,Hillsborough,NB,Medicate with a medical document,Daily,60
30/01/2018,12.85714286,3.5,Medium,Sackville,NB,Use recreationally,Daily,1
30/01/2018,3.571428571,28,Medium,Sackville,NB,Use recreationally,Daily,112
30/01/2018,5.714285714,7,High,Sackville,NB,Use recreationally,A few times per week,3.5
30/01/2018,7.142857143,28,Medium,Sackville,NB,Medicate without a medical document,A few times per month,3
30/01/2018,7.142857143,14,Medium,Moncton,NB,Medicate without a medical document,,0
30/01/2018,2.857142857,28,High,Moncton,NB,Medicate without a medical document,,0
30/01/2018,4.285714286,28,Medium,Moncton,NB,Use recreationally,,0
30/01/2018,4,1,Medium,Moncton,NB,Use recreationally,,0
30/01/2018,2.857142857,28,Medium,Moncton,NB,Use recreationally,,0
30/01/2018,8,1,High,Moncton,NB,Use recreationally,,0
30/01/2018,6,1,,Moncton,NB,Medicate with a medical document,Daily,1
30/01/2018,5.882352941,8.5,Medium,Moncton,NB,Medicate with a medical document,Daily,1
30/01/2018,5.714285714,7,Medium,Moncton,NB,Medicate with a medical document,Daily,1
30/01/2018,3.535714286,28,Medium,Moncton,NB,Medicate with a medical document,Daily,93
30/01/2018,7.5,1,High,Moncton,NB,Medicate with a medical document,Daily,1
30/01/2018,3.9,1,High,Moncton,NB,Medicate with a medical document,Daily,1
30/01/2018,7.857142857,28,Medium,Moncton,NB,Medicate without a medical document,Daily,1
30/01/2018,7.142857143,7,High,Moncton,NB,Medicate without a medical document,Daily,1
30/01/2018,7.857142857,28,High,Moncton,NB,Medicate without a medical document,Daily,42
30/01/2018,3.571428571,28,High,Moncton,NB,Medicate without a medical document,Daily,56
30/01/2018,3,1,High,Moncton,NB,Medicate without a medical document,Daily,112
30/01/2018,4.285714286,28,High,Moncton,NB,Medicate without a medical document,Daily,40
30/01/2018,7.142857143,7,High,Moncton,NB,Medicate without a medical document,Daily,1
30/01/2018,3.214285714,28,Medium,Moncton,NB,Use recreationally,Daily,1
30/01/2018,4.46,1,Medium,Moncton,NB,Use recreationally,Daily,1
30/01/2018,3.571428571,28,Medium,Moncton,NB,Use recreationally,Daily,1
30/01/2018,7.142857143,14,High,Moncton,NB,Use recreationally,Daily,56
30/01/2018,5.714285714,7,High,Moncton,NB,Use recreationally,Daily,1
30/01/2018,7.142857143,28,High,Moncton,NB,Use recreationally,Daily,1
30/01/2018,3.571428571,28,Medium,Moncton,NB,Medicate without a medical document,A few times per week,2
30/01/2018,3.571428571,28,Medium,Moncton,NB,Medicate without a medical document,A few times per week,2
30/01/2018,6.428571429,14,High,Moncton,NB,Medicate without a medical document,A few times per week,2
30/01/2018,5.178571429,28,Medium,Moncton,NB,Use recreationally,A few times per week,2
30/01/2018,7.142857143,28,Medium,Moncton,NB,Use recreationally,A few times per week,2
30/01/2018,5.714285714,7,Medium,Moncton,NB,Use recreationally,A few times per week,2
30/01/2018,4.285714286,28,High,Moncton,NB,Use recreationally,A few times per week,2
30/01/2018,7.142857143,3.5,Medium,Moncton,NB,Use recreationally,A few times a year,5
30/01/2018,20,1,Medium,Miramichi,NB,Medicate without a medical document,,0
30/01/2018,8.5,5,High,Miramichi,NB,Medicate with a medical document,Daily,1
30/01/2018,3.571428571,28,High,Miramichi,NB,Medicate without a medical document,Daily,1
30/01/2018,10,1,High,Miramichi,NB,Use recreationally,Daily,1
30/01/2018,7.142857143,7,High,Miramichi,NB,Use recreationally,A few times per week,2
30/01/2018,3.571428571,28,Medium,Fredericton,NB,Medicate with a medical document,,0
30/01/2018,4.285714286,28,Medium,Fredericton,NB,Medicate without a medical document,,0
30/01/2018,8.571428571,7,Medium,Fredericton,NB,Use recreationally,,0
30/01/2018,7.142857143,7,High,Fredericton,NB,Use recreationally,,0
30/01/2018,6.5,1,Medium,Fredericton,NB,Medicate with a medical document,Daily,60
30/01/2018,4.285714286,28,Medium,Fredericton,NB,Medicate with a medical document,Daily,76
30/01/2018,2.142857143,14,High,Fredericton,NB,Medicate with a medical document,Daily,1
30/01/2018,18,20,High,Fredericton,NB,Medicate with a medical document,Daily,1
30/01/2018,7.142857143,7,Medium,Fredericton,NB,Medicate without a medical document,Daily,1
30/01/2018,6.071428571,28,Medium,Fredericton,NB,Medicate without a medical document,Daily,1
30/01/2018,4.464285714,28,Medium,Fredericton,NB,Medicate without a medical document,Daily,1
30/01/2018,6.428571429,7,Medium,Fredericton,NB,Medicate without a medical document,Daily,1
30/01/2018,3.571428571,28,Medium,Fredericton,NB,Medicate without a medical document,Daily,1
30/01/2018,4.285714286,14,High,Fredericton,NB,Medicate without a medical document,Daily,1
30/01/2018,6.428571429,28,High,Fredericton,NB,Medicate without a medical document,Daily,1
30/01/2018,7.142857143,14,Medium,Fredericton,NB,Use recreationally,Daily,1
30/01/2018,5,28,Medium,Fredericton,NB,Use recreationally,Daily,1
30/01/2018,3.571428571,28,Medium,Fredericton,NB,Use recreationally,Daily,1
30/01/2018,5.714285714,28,High,Fredericton,NB,Use recreationally,Daily,1
30/01/2018,6.25,28,High,Fredericton,NB,Use recreationally,Daily,1
30/01/2018,9,1,High,Fredericton,NB,Medicate with a medical document,A few times per week,2
30/01/2018,6.785714286,28,Medium,Fredericton,NB,Medicate without a medical document,A few times per week,2
30/01/2018,11.5,1,High,Fredericton,NB,Medicate without a medical document,A few times per week,2
30/01/2018,7.142857143,7,Medium,Fredericton,NB,Use recreationally,A few times per week,2
30/01/2018,7.142857143,7,Medium,Fredericton,NB,Use recreationally,A few times per week,2
30/01/2018,4.464285714,28,High,Fredericton,NB,Use recreationally,A few times per week,2
30/01/2018,5.714285714,7,High,Fredericton,NB,Use recreationally,A few times per week,2
30/01/2018,10,3.5,Medium,Fredericton,NB,Use recreationally,A few times per month,3
30/01/2018,6.428571429,28,High,Fredericton,NB,Use recreationally,A few times per month,3
30/01/2018,5,7,High,Fredericton,NB,Use recreationally,A few times per month,3
30/01/2018,3.571428571,28,Medium,Woodstock,NB,Use recreationally,Daily,1
30/01/2018,7.142857143,28,Medium,Woodstock,NB,Medicate without a medical document,Daily,1
30/01/2018,3.571428571,28,High,Dalhousie,NB,Medicate with a medical document,Daily,1
30/01/2018,6.428571429,14,High,Dalhousie,NB,Medicate without a medical document,Daily,28
30/01/2018,6.428571429,28,High,Atholville,NB,Use recreationally,,0
30/01/2018,4.285714286,28,Medium,Campbellton,NB,Medicate without a medical document,Daily,1
30/01/2018,7.142857143,3.5,High,Campbellton,NB,Use recreationally,Daily,1
30/01/2018,10,1,Medium,Campbellton,NB,Use recreationally,A few times a year,5
30/01/2018,4.285714286,28,High,Bathurst,NB,Use recreationally,Daily,1
30/01/2018,10,1,Medium,Bathurst,NB,Use recreationally,A few times per week,2
30/01/2018,10,1,Medium,Bathurst,NB,Medicate without a medical document,A few times per month,3
30/01/2018,3.571428571,28,Medium,Chandler,QC,Medicate without a medical document,Daily,1
30/01/2018,3.5,1,High,Gaspé,QC,Medicate without a medical document,A few times per month,3
30/01/2018,6.428571429,7,High,Caplan,QC,Use recreationally,,0
30/01/2018,2.111111111,450,Medium,Carleton-Sur-Mer,QC,Use recreationally,Daily,45
30/01/2018,4.285714286,28,High,Matane,QC,Use recreationally,Daily,1
30/01/2018,5,28,High,Rimouski,QC,Use recreationally,,0
30/01/2018,5.714285714,14,Medium,Rimouski,QC,Medicate without a medical document,A few times per week,2
30/01/2018,2.857142857,14,Medium,Rimouski,QC,Use recreationally,A few times per week,2
30/01/2018,8.571428571,7,High,Rimouski,QC,Use recreationally,A few times per week,2
30/01/2018,7.142857143,3.5,Medium,Rimouski,QC,Use recreationally,A few times per month,3
30/01/2018,3.571428571,28,Medium,Rimouski,QC,Use recreationally,A few times per month,3
30/01/2018,2.857142857,28,Medium,Saint-Michel-Du-Squatec,QC,Use recreationally,,0
30/01/2018,2.142857143,28,Medium,La Pocatière,QC,Medicate without a medical document,A few times per week,2
30/01/2018,3.571428571,28,Medium,La Pocatière,QC,Use recreationally,A few times per week,56
30/01/2018,4.464285714,28,High,Notre-Dame-Des-Monts,QC,Use recreationally,Daily,1
30/01/2018,7.142857143,3.5,Medium,Québec,QC,Use recreationally,,0
30/01/2018,5.714285714,7,Medium,Québec,QC,Use recreationally,,0
30/01/2018,5,1,Medium,Québec,QC,Use recreationally,,0
30/01/2018,5.714285714,7,Medium,Québec,QC,Use recreationally,,0
30/01/2018,5.714285714,28,Medium,Québec,QC,Use recreationally,,0
30/01/2018,6.071428571,28,High,Québec,QC,Use recreationally,,0
30/01/2018,5,1,High,Québec,QC,Use recreationally,,0
30/01/2018,6.428571429,7,High,Québec,QC,Use recreationally,,0
30/01/2018,5.714285714,7,High,Québec,QC,Use recreationally,,0
30/01/2018,8.571428571,7,High,Québec,QC,Use recreationally,,0
30/01/2018,5.357142857,28,High,Québec,QC,Use recreationally,,0
30/01/2018,5.714285714,3.5,Low,Québec,QC,Medicate without a medical document,Daily,1
